"","Region","Year","Taxon","Depth","Length"
"36546","South Orkney Is.",2018,"CHAMPSOCEPHALUS GUNNARI",205,40
"36547","South Orkney Is.",2018,"CHAMPSOCEPHALUS GUNNARI",205,38
"36548","South Orkney Is.",2018,"CHAMPSOCEPHALUS GUNNARI",205,39
"36549","South Orkney Is.",2018,"CHAMPSOCEPHALUS GUNNARI",205,37
"36550","South Orkney Is.",2018,"CHAMPSOCEPHALUS GUNNARI",205,41
"36551","South Orkney Is.",2018,"CHAMPSOCEPHALUS GUNNARI",205,40
"36552","South Orkney Is.",2018,"CHAMPSOCEPHALUS GUNNARI",205,35
"36553","South Orkney Is.",2018,"CHAMPSOCEPHALUS GUNNARI",205,36
"36554","South Orkney Is.",2018,"CHAMPSOCEPHALUS GUNNARI",205,40
"36555","South Orkney Is.",2018,"CHAMPSOCEPHALUS GUNNARI",205,36
"36556","South Orkney Is.",2018,"CHAMPSOCEPHALUS GUNNARI",205,37
"36557","South Orkney Is.",2018,"CHAMPSOCEPHALUS GUNNARI",205,36
"36558","South Orkney Is.",2018,"CHAMPSOCEPHALUS GUNNARI",205,39
"36559","South Orkney Is.",2018,"CHAMPSOCEPHALUS GUNNARI",205,22
"36560","South Orkney Is.",2018,"CHAMPSOCEPHALUS GUNNARI",205,37
"36561","South Orkney Is.",2018,"CHAMPSOCEPHALUS GUNNARI",205,38
"36562","South Orkney Is.",2018,"CHAMPSOCEPHALUS GUNNARI",205,36
"36563","South Orkney Is.",2018,"CHAMPSOCEPHALUS GUNNARI",205,34
"36564","South Orkney Is.",2018,"CHAMPSOCEPHALUS GUNNARI",205,21
"36565","South Orkney Is.",2018,"CHAMPSOCEPHALUS GUNNARI",205,39
"36566","South Orkney Is.",2018,"CHAMPSOCEPHALUS GUNNARI",205,37
"36567","South Orkney Is.",2018,"CHAMPSOCEPHALUS GUNNARI",205,36
"36568","South Orkney Is.",2018,"CHAMPSOCEPHALUS GUNNARI",205,39
"36569","South Orkney Is.",2018,"CHAMPSOCEPHALUS GUNNARI",205,21
"36570","South Orkney Is.",2018,"CHAMPSOCEPHALUS GUNNARI",205,38
"36571","South Orkney Is.",2018,"CHAMPSOCEPHALUS GUNNARI",205,41
"36572","South Orkney Is.",2018,"CHAMPSOCEPHALUS GUNNARI",205,20
"36573","South Orkney Is.",2018,"CHAMPSOCEPHALUS GUNNARI",205,21
"36574","South Orkney Is.",2018,"CHAMPSOCEPHALUS GUNNARI",205,21
"36575","South Orkney Is.",2018,"CHAMPSOCEPHALUS GUNNARI",205,20
"36576","South Orkney Is.",2018,"CHAMPSOCEPHALUS GUNNARI",205,21
"36577","South Orkney Is.",2018,"CHAMPSOCEPHALUS GUNNARI",205,18
"36578","South Orkney Is.",2018,"CHAMPSOCEPHALUS GUNNARI",205,21
"36579","South Orkney Is.",2018,"CHAMPSOCEPHALUS GUNNARI",205,22
"36580","South Orkney Is.",2018,"CHAMPSOCEPHALUS GUNNARI",205,20
"36581","South Orkney Is.",2018,"CHAMPSOCEPHALUS GUNNARI",205,19
"36582","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",205,52
"36583","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",205,51
"36584","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",205,52
"36585","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",205,50
"36586","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",205,51
"36587","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",205,51
"36588","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",205,48
"36589","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",205,48
"36590","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",205,52
"36591","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",205,51
"36592","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",205,54
"36593","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",205,54
"36594","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",205,54
"36595","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",205,32
"36596","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",205,51
"36597","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",205,43
"36598","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",205,47
"36599","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",205,43
"36600","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",205,52
"36601","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",205,46
"36602","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",205,49
"36603","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",205,52
"36604","South Orkney Is.",2018,"LEPIDONOTOTHEN LARSENI",205,27
"36605","South Orkney Is.",2018,"LEPIDONOTOTHEN LARSENI",205,28
"36606","South Orkney Is.",2018,"TREMATOMUS EULEPIDOTUS",205,23
"36607","South Orkney Is.",2018,"TREMATOMUS EULEPIDOTUS",205,28
"36608","South Orkney Is.",2018,"TREMATOMUS EULEPIDOTUS",205,23
"36609","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",205,23
"36610","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",205,23
"36611","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",205,23
"36612","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",205,25
"36613","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",205,24
"36614","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",205,62
"36615","South Orkney Is.",2018,"CHIONODRACO RASTROSPINOSUS",205,38
"36616","South Orkney Is.",2018,"CHIONODRACO RASTROSPINOSUS",205,43
"36617","South Orkney Is.",2018,"CHIONODRACO RASTROSPINOSUS",205,38
"36618","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",145,62
"36619","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",145,63
"36620","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",145,61
"36621","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",145,61
"36622","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",145,62
"36623","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",145,59
"36624","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",145,64
"36625","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",145,32
"36626","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",145,62
"36627","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",145,56
"36628","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",145,61
"36629","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",145,61
"36630","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",145,64
"36631","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",145,57
"36632","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",145,62
"36633","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",145,63
"36634","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",145,61
"36635","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",145,45
"36636","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",145,65
"36637","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",145,59
"36638","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",145,49
"36639","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",145,50
"36640","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",145,65
"36641","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",145,58
"36642","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",145,40
"36643","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",145,65
"36644","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",145,56
"36645","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",145,62
"36646","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",145,53
"36647","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",145,66
"36648","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",145,61
"36649","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",145,48
"36650","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",145,43
"36651","South Orkney Is.",2018,"NOTOTHENIA CORIICEPS",145,49
"36652","South Orkney Is.",2018,"NOTOTHENIA CORIICEPS",145,43
"36653","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",145,50
"36654","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",145,43
"36655","South Orkney Is.",2018,"LEPIDONOTOTHEN LARSENI",145,18
"36656","South Orkney Is.",2018,"LEPIDONOTOTHEN SQUAMIFRONS",245,43
"36657","South Orkney Is.",2018,"LEPIDONOTOTHEN SQUAMIFRONS",245,45
"36658","South Orkney Is.",2018,"LEPIDONOTOTHEN SQUAMIFRONS",245,36
"36659","South Orkney Is.",2018,"LEPIDONOTOTHEN SQUAMIFRONS",245,38
"36660","South Orkney Is.",2018,"LEPIDONOTOTHEN SQUAMIFRONS",245,31
"36661","South Orkney Is.",2018,"LEPIDONOTOTHEN SQUAMIFRONS",245,35
"36662","South Orkney Is.",2018,"LEPIDONOTOTHEN SQUAMIFRONS",245,46
"36663","South Orkney Is.",2018,"LEPIDONOTOTHEN SQUAMIFRONS",245,51
"36664","South Orkney Is.",2018,"LEPIDONOTOTHEN SQUAMIFRONS",245,38
"36665","South Orkney Is.",2018,"LEPIDONOTOTHEN SQUAMIFRONS",245,29
"36666","South Orkney Is.",2018,"LEPIDONOTOTHEN SQUAMIFRONS",245,30
"36667","South Orkney Is.",2018,"LEPIDONOTOTHEN SQUAMIFRONS",245,39
"36668","South Orkney Is.",2018,"LEPIDONOTOTHEN SQUAMIFRONS",245,32
"36669","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",245,64
"36670","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",245,67
"36671","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",245,56
"36672","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",245,65
"36673","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",245,62
"36674","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",245,61
"36675","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",245,63
"36676","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",245,46
"36677","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",245,55
"36678","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",245,62
"36679","South Orkney Is.",2018,"CHAMPSOCEPHALUS GUNNARI",245,49
"36680","South Orkney Is.",2018,"CHAMPSOCEPHALUS GUNNARI",245,40
"36681","South Orkney Is.",2018,"CHAMPSOCEPHALUS GUNNARI",245,35
"36682","South Orkney Is.",2018,"CHAMPSOCEPHALUS GUNNARI",245,42
"36683","South Orkney Is.",2018,"CHAMPSOCEPHALUS GUNNARI",245,20
"36684","South Orkney Is.",2018,"CHAMPSOCEPHALUS GUNNARI",245,19
"36685","South Orkney Is.",2018,"CHAMPSOCEPHALUS GUNNARI",245,22
"36686","South Orkney Is.",2018,"CHAMPSOCEPHALUS GUNNARI",245,21
"36687","South Orkney Is.",2018,"CHAMPSOCEPHALUS GUNNARI",245,20
"36688","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",245,50
"36689","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",245,51
"36690","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",245,50
"36691","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",245,50
"36692","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",245,49
"36693","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",245,52
"36694","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",245,53
"36695","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",245,50
"36696","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",245,51
"36697","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",245,45
"36698","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",245,48
"36699","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",245,50
"36700","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",245,46
"36701","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",245,51
"36702","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",245,51
"36703","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",245,53
"36704","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",245,48
"36705","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",245,50
"36706","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",245,29
"36707","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",245,26
"36708","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",245,52
"36709","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",245,50
"36710","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",245,53
"36711","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",245,49
"36712","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",245,52
"36713","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",245,51
"36714","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",245,49
"36715","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",245,52
"36716","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",245,49
"36717","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",245,51
"36718","South Orkney Is.",2018,"NOTOTHENIA ROSSII",245,48
"36719","South Orkney Is.",2018,"NOTOTHENIA CORIICEPS",245,50
"36720","South Orkney Is.",2018,"NOTOTHENIA CORIICEPS",245,52
"36721","South Orkney Is.",2018,"NOTOTHENIA CORIICEPS",245,49
"36722","South Orkney Is.",2018,"LEPIDONOTOTHEN NUDIFRONS",245,15
"36723","South Orkney Is.",2018,"LEPIDONOTOTHEN NUDIFRONS",245,28
"36724","South Orkney Is.",2018,"TREMATOMUS EULEPIDOTUS",245,26
"36725","South Orkney Is.",2018,"TREMATOMUS EULEPIDOTUS",245,23
"36726","South Orkney Is.",2018,"TREMATOMUS EULEPIDOTUS",245,27
"36727","South Orkney Is.",2018,"TREMATOMUS EULEPIDOTUS",245,24
"36728","South Orkney Is.",2018,"TREMATOMUS HANSONI",245,44
"36729","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",315,36
"36730","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",315,65
"36731","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",315,43
"36732","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",315,47
"36733","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",315,42
"36734","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",315,64
"36735","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",315,37
"36736","South Orkney Is.",2018,"CHIONODRACO RASTROSPINOSUS",315,36
"36737","South Orkney Is.",2018,"CHIONODRACO RASTROSPINOSUS",315,40
"36738","South Orkney Is.",2018,"CHIONODRACO RASTROSPINOSUS",315,41
"36739","South Orkney Is.",2018,"CHIONODRACO RASTROSPINOSUS",315,40
"36740","South Orkney Is.",2018,"CHIONODRACO RASTROSPINOSUS",315,52
"36741","South Orkney Is.",2018,"CHIONODRACO RASTROSPINOSUS",315,39
"36742","South Orkney Is.",2018,"CHIONODRACO RASTROSPINOSUS",315,39
"36743","South Orkney Is.",2018,"LEPIDONOTOTHEN SQUAMIFRONS",315,30
"36744","South Orkney Is.",2018,"LEPIDONOTOTHEN SQUAMIFRONS",315,36
"36745","South Orkney Is.",2018,"LEPIDONOTOTHEN SQUAMIFRONS",315,35
"36746","South Orkney Is.",2018,"LEPIDONOTOTHEN SQUAMIFRONS",315,24
"36747","South Orkney Is.",2018,"LEPIDONOTOTHEN SQUAMIFRONS",315,29
"36748","South Orkney Is.",2018,"LEPIDONOTOTHEN SQUAMIFRONS",315,28
"36749","South Orkney Is.",2018,"LEPIDONOTOTHEN SQUAMIFRONS",315,36
"36750","South Orkney Is.",2018,"LEPIDONOTOTHEN SQUAMIFRONS",315,33
"36751","South Orkney Is.",2018,"LEPIDONOTOTHEN SQUAMIFRONS",315,32
"36752","South Orkney Is.",2018,"LEPIDONOTOTHEN SQUAMIFRONS",315,30
"36753","South Orkney Is.",2018,"LEPIDONOTOTHEN SQUAMIFRONS",315,27
"36754","South Orkney Is.",2018,"LEPIDONOTOTHEN SQUAMIFRONS",315,28
"36755","South Orkney Is.",2018,"LEPIDONOTOTHEN SQUAMIFRONS",315,29
"36756","South Orkney Is.",2018,"LEPIDONOTOTHEN SQUAMIFRONS",315,25
"36757","South Orkney Is.",2018,"LEPIDONOTOTHEN SQUAMIFRONS",315,33
"36758","South Orkney Is.",2018,"LEPIDONOTOTHEN SQUAMIFRONS",315,34
"36759","South Orkney Is.",2018,"LEPIDONOTOTHEN SQUAMIFRONS",315,31
"36760","South Orkney Is.",2018,"LEPIDONOTOTHEN SQUAMIFRONS",315,29
"36761","South Orkney Is.",2018,"LEPIDONOTOTHEN SQUAMIFRONS",315,28
"36762","South Orkney Is.",2018,"LEPIDONOTOTHEN SQUAMIFRONS",315,28
"36763","South Orkney Is.",2018,"LEPIDONOTOTHEN SQUAMIFRONS",315,29
"36764","South Orkney Is.",2018,"LEPIDONOTOTHEN SQUAMIFRONS",315,31
"36765","South Orkney Is.",2018,"LEPIDONOTOTHEN SQUAMIFRONS",315,30
"36766","South Orkney Is.",2018,"LEPIDONOTOTHEN SQUAMIFRONS",315,41
"36767","South Orkney Is.",2018,"LEPIDONOTOTHEN SQUAMIFRONS",315,33
"36768","South Orkney Is.",2018,"LEPIDONOTOTHEN SQUAMIFRONS",315,35
"36769","South Orkney Is.",2018,"LEPIDONOTOTHEN SQUAMIFRONS",315,32
"36770","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",315,18
"36771","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",315,50
"36772","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",315,52
"36773","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",315,49
"36774","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",315,55
"36775","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",315,52
"36776","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",315,49
"36777","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",315,33
"36778","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",315,49
"36779","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",315,53
"36780","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",315,50
"36781","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",315,53
"36782","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",315,29
"36783","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",315,43
"36784","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",315,49
"36785","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",315,55
"36786","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",315,49
"36787","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",315,28
"36788","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",315,46
"36789","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",315,53
"36790","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",315,36
"36791","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",315,51
"36792","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",315,53
"36793","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",315,50
"36794","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",315,53
"36795","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",315,50
"36796","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",315,53
"36797","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",315,30
"36798","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",315,50
"36799","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",315,51
"36800","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",171,29
"36801","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",171,29
"36802","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",171,30
"36803","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",171,30
"36804","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",171,14
"36805","South Orkney Is.",2018,"PSEUDOCHAENICHTHYS GEORGIANUS",171,29
"36806","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",171,41
"36807","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",171,58
"36808","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",171,35
"36809","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",171,64
"36810","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",171,41
"36811","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",171,51
"36812","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",171,58
"36813","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",171,43
"36814","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",171,60
"36815","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",171,65
"36816","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",171,14
"36817","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",171,56
"36818","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",171,43
"36819","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",171,35
"36820","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",171,23
"36821","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",171,21
"36822","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",171,22
"36823","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",171,22
"36824","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",171,21
"36825","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",171,14
"36826","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",171,14
"36827","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",171,22
"36828","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",166,35
"36829","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",166,33
"36830","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",166,57
"36831","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",166,38
"36832","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",166,40
"36833","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",166,36
"36834","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",166,57
"36835","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",166,34
"36836","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",166,67
"36837","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",166,48
"36838","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",166,56
"36839","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",166,24
"36840","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",166,56
"36841","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",166,41
"36842","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",166,64
"36843","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",166,48
"36844","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",166,51
"36845","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",166,67
"36846","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",166,40
"36847","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",166,22
"36848","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",166,27
"36849","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",166,43
"36850","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",166,22
"36851","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",166,22
"36852","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",166,29
"36853","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",166,29
"36854","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",166,21
"36855","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",166,24
"36856","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",166,21
"36857","South Orkney Is.",2018,"CHAENOCEPHALUS ACERATUS",166,23
"36858","South Orkney Is.",2018,"CHAMPSOCEPHALUS GUNNARI",166,13
"36859","South Orkney Is.",2018,"CHAMPSOCEPHALUS GUNNARI",166,19
"36860","South Orkney Is.",2018,"CHAMPSOCEPHALUS GUNNARI",166,21
"36861","South Orkney Is.",2018,"CHAMPSOCEPHALUS GUNNARI",166,18
"36862","South Orkney Is.",2018,"CHAMPSOCEPHALUS GUNNARI",166,22
"36863","South Orkney Is.",2018,"CHAMPSOCEPHALUS GUNNARI",166,22
"36864","South Orkney Is.",2018,"CHAMPSOCEPHALUS GUNNARI",166,22
"36865","South Orkney Is.",2018,"CHAMPSOCEPHALUS GUNNARI",166,22
"36866","South Orkney Is.",2018,"CHAMPSOCEPHALUS GUNNARI",166,21
"36867","South Orkney Is.",2018,"CHAMPSOCEPHALUS GUNNARI",166,12
"36868","South Orkney Is.",2018,"CHAMPSOCEPHALUS GUNNARI",166,21
"36869","South Orkney Is.",2018,"CHAMPSOCEPHALUS GUNNARI",166,19
"36870","South Orkney Is.",2018,"CHAMPSOCEPHALUS GUNNARI",166,10
"36871","South Orkney Is.",2018,"TREMATOMUS NEWNESI",166,21
"36872","South Orkney Is.",2018,"LEPIDONOTOTHEN NUDIFRONS",166,12
"36873","South Orkney Is.",2018,"LEPIDONOTOTHEN NUDIFRONS",166,16
